id,name,company,contract_period,rental_fee,benefit,product_id,rental_company_id
5481,LG 일반형 냉장고 335L 화이트 (B332W34),스마트렌탈,60개월,"18,900","120,000",1922,3
5482,LG 일반형 냉장고 335L 화이트 (B332W34),렌티스,36개월,"26,900","79,000",1922,5
5483,LG 일반형 냉장고 335L 화이트 (B332W34),렌티스,48개월,"21,500","84,000",1922,5
5484,LG 일반형 냉장고 335L 화이트 (B332W34),렌티스,60개월,"20,600","101,000",1922,5
5485,루컴즈 냉장고 182L (RTW180H1),스마트렌탈,36개월,"14,900","57,000",1923,3
5486,루컴즈 냉장고 182L (RTW180H1),스마트렌탈,48개월,"11,900","60,000",1923,3
5487,루컴즈 냉장고 182L (RTW180H1),스마트렌탈,60개월,"9,900","63,000",1923,3
5488,루컴즈 냉장고 182L (RTW180H1),LG헬로비전,36개월,"15,900","103,000",1923,4
5489,루컴즈 냉장고 182L (RTW180H1),LG헬로비전,48개월,"12,200","105,000",1923,4
5490,루컴즈 냉장고 182L (RTW180H1),LG헬로비전,60개월,"9,900","106,000",1923,4
5491,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),BS ON,36개월,"96,000","509,000",1924,6
5492,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),BS ON,48개월,"77,000","544,000",1924,6
5493,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),BS ON,60개월,"65,500","579,000",1924,6
5494,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),스마트렌탈,36개월,"99,900","382,000",1924,3
5495,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),스마트렌탈,48개월,"76,900","392,000",1924,3
5496,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),스마트렌탈,60개월,"65,500","418,000",1924,3
5497,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),LG헬로비전,36개월,"162,900","1,055,000",1924,4
5498,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),LG헬로비전,48개월,"125,900","1,087,000",1924,4
5499,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),LG헬로비전,60개월,"103,900","1,122,000",1924,4
5500,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),현대렌탈서비스,36개월,"102,100","540,000",1924,2
5501,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),현대렌탈서비스,48개월,"81,100","576,000",1924,2
5502,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2A),현대렌탈서비스,60개월,"68,500","603,000",1924,2
5503,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,스마트렌탈,36개월,"99,900","382,000",1925,3
5504,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,스마트렌탈,48개월,"76,900","392,000",1925,3
5505,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,스마트렌탈,60개월,"65,500","418,000",1925,3
5506,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,LG헬로비전,36개월,"162,900","1,055,000",1925,4
5507,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,LG헬로비전,48개월,"125,900","1,087,000",1925,4
5508,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,LG헬로비전,60개월,"103,900","1,122,000",1925,4
5509,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,현대렌탈서비스,36개월,"102,100","540,000",1925,2
5510,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,현대렌탈서비스,48개월,"81,100","576,000",1925,2
5511,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,현대렌탈서비스,60개월,"68,500","603,000",1925,2
5512,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,BS ON,36개월,"96,000","509,000",1925,6
5513,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,BS ON,48개월,"77,000","544,000",1925,6
5514,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2Z) 에센셜 화이트,BS ON,60개월,"65,500","579,000",1925,6
5515,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,스마트렌탈,36개월,"99,900","382,000",1926,3
5516,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,스마트렌탈,48개월,"76,900","392,000",1926,3
5517,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,스마트렌탈,60개월,"65,500","418,000",1926,3
5518,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,LG헬로비전,36개월,"162,900","1,055,000",1926,4
5519,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,LG헬로비전,48개월,"125,900","1,087,000",1926,4
5520,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,LG헬로비전,60개월,"103,900","1,122,000",1926,4
5521,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,현대렌탈서비스,36개월,"102,100","540,000",1926,2
5522,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,현대렌탈서비스,48개월,"81,100","576,000",1926,2
5523,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,현대렌탈서비스,60개월,"68,500","603,000",1926,2
5524,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,BS ON,36개월,"96,000","509,000",1926,6
5525,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,BS ON,48개월,"77,000","544,000",1926,6
5526,삼성 4도어 냉장고 Bespoke (fixed) 키친핏 640L (RM70F63R2ZG) 에센셜화이트 에센셜베이지,BS ON,60개월,"65,500","579,000",1926,6
5527,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),BS ON,36개월,"57,000","302,000",1927,6
5528,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),BS ON,48개월,"45,500","322,000",1927,6
5529,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),BS ON,60개월,"38,500","340,000",1927,6
5530,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),지니원(개인전용),36개월,"66,900","407,000",1927,1
5531,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),지니원(개인전용),48개월,"52,900","393,000",1927,1
5532,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),지니원(개인전용),60개월,"44,700","378,000",1927,1
5533,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),LG헬로비전,36개월,"64,900","420,000",1927,4
5534,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),LG헬로비전,48개월,"50,900","439,000",1927,4
5535,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),LG헬로비전,60개월,"42,900","463,000",1927,4
5536,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),현대렌탈서비스,36개월,"59,200","315,000",1927,2
5537,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),현대렌탈서비스,48개월,"47,000","333,000",1927,2
5538,삼성 양문형 냉장고 852L (메탈커버) 젠틀블랙 (RS84DG5022B4),현대렌탈서비스,60개월,"39,700","351,000",1927,2
5539,삼성 양문형 냉장고 852L 젠틀실버 (RS84DG5002M9),현대렌탈서비스,36개월,"56,000","297,000",1928,2
5540,삼성 양문형 냉장고 852L 젠틀실버 (RS84DG5002M9),현대렌탈서비스,48개월,"44,400","315,000",1928,2
5541,삼성 양문형 냉장고 852L 젠틀실버 (RS84DG5002M9),현대렌탈서비스,60개월,"37,500","333,000",1928,2
5542,삼성 양문형 냉장고 852L 젠틀실버 (RS84DG5002M9),BS ON,36개월,"54,000","286,000",1928,6
5543,삼성 양문형 냉장고 852L 젠틀실버 (RS84DG5002M9),BS ON,48개월,"43,000","304,000",1928,6
5544,삼성 양문형 냉장고 852L 젠틀실버 (RS84DG5002M9),BS ON,60개월,"36,500","323,000",1928,6
5545,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),현대렌탈서비스,36개월,"27,900","126,000",1929,2
5546,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),현대렌탈서비스,48개월,"21,900","126,000",1929,2
5547,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),현대렌탈서비스,60개월,"18,500","135,000",1929,2
5548,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),BS ON,36개월,"29,000","120,000",1929,6
5549,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),BS ON,48개월,"23,000","126,000",1929,6
5550,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),BS ON,60개월,"20,000","137,000",1929,6
5551,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),스마트렌탈,36개월,"28,900","110,000",1929,3
5552,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),스마트렌탈,48개월,"22,900","116,000",1929,3
5553,하이얼 2도어 글램글라스 상냉장 하냉동 콤비냉장고 248L 핑크 민트화이트 (HRP257MDPW),스마트렌탈,60개월,"19,500","124,000",1929,3
5554,하이얼 3도어 미니 냉장고 190L 메탈실버 (HRB212MDS),현대렌탈서비스,36개월,"22,500","99,000",1930,2
5555,하이얼 3도어 미니 냉장고 190L 메탈실버 (HRB212MDS),현대렌탈서비스,48개월,"17,900","108,000",1930,2
5556,하이얼 3도어 미니 냉장고 190L 메탈실버 (HRB212MDS),현대렌탈서비스,60개월,"14,900","108,000",1930,2
5557,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),스마트렌탈,36개월,"43,900","168,000",1931,3
5558,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),스마트렌탈,48개월,"34,900","178,000",1931,3
5559,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),스마트렌탈,60개월,"29,500","188,000",1931,3
5560,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),현대렌탈서비스,36개월,"44,500","198,000",1931,2
5561,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),현대렌탈서비스,48개월,"34,500","207,000",1931,2
5562,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),현대렌탈서비스,60개월,"28,500","207,000",1931,2
5563,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),BS ON,36개월,"44,000","181,000",1931,6
5564,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),BS ON,48개월,"35,000","193,000",1931,6
5565,하이얼 글램글라스 4도어 냉장고 433L 베이지 글램 화이트 (HRS445MNEW),BS ON,60개월,"29,000","199,000",1931,6
5566,LG DIOS 오브제컬렉션 빌트인 베이직 냉장고 652L 그레이 화이트 (S634MGW12Q),LG헬로비전,36개월,"67,900","439,000",1932,4
5567,LG DIOS 오브제컬렉션 빌트인 베이직 냉장고 652L 그레이 화이트 (S634MGW12Q),LG헬로비전,48개월,"53,900","465,000",1932,4
5568,LG DIOS 오브제컬렉션 빌트인 베이직 냉장고 652L 그레이 화이트 (S634MGW12Q),LG헬로비전,60개월,"44,900","484,000",1932,4
5569,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE141) (베이지) (상냉장 하냉동),현대렌탈서비스,36개월,"120,900","531,000",1933,2
5570,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE141) (베이지) (상냉장 하냉동),현대렌탈서비스,48개월,"95,900","567,000",1933,2
5571,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE141) (베이지) (상냉장 하냉동),현대렌탈서비스,60개월,"80,700","594,000",1933,2
5572,LG 냉장고 STEM 베이직 원매직 854L (M876GBB18-B) 베이지,현대렌탈서비스,36개월,"173,400","765,000",1934,2
5573,LG 냉장고 STEM 베이직 원매직 854L (M876GBB18-B) 베이지,현대렌탈서비스,48개월,"137,100","810,000",1934,2
5574,LG 냉장고 STEM 베이직 원매직 854L (M876GBB18-B) 베이지,현대렌탈서비스,60개월,"115,500","846,000",1934,2
5575,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),현대렌탈서비스,36개월,"45,900","207,000",1890,2
5576,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),현대렌탈서비스,48개월,"35,900","207,000",1890,2
5577,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),현대렌탈서비스,60개월,"29,900","216,000",1890,2
5578,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),BS ON,36개월,"46,000","189,000",1890,6
5579,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),BS ON,48개월,"36,000","198,000",1890,6
5580,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),BS ON,60개월,"31,000","213,000",1890,6
5581,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),스마트렌탈,36개월,"46,900","179,000",1890,3
5582,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),스마트렌탈,48개월,"36,900","188,000",1890,3
5583,하이얼 4도어 글램글라스 냉장고 433L 글램화이트 피치핑크 (HRS445MNWP),스마트렌탈,60개월,"30,900","197,000",1890,3
5584,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),지니원(개인전용),36개월,"77,600","202,000",1891,1
5585,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),지니원(개인전용),48개월,"61,300","190,000",1891,1
5586,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),지니원(개인전용),60개월,"51,900","176,000",1891,1
5587,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),LG헬로비전,36개월,"81,900","530,000",1891,4
5588,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),LG헬로비전,48개월,"63,900","552,000",1891,4
5589,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),LG헬로비전,60개월,"53,900","582,000",1891,4
5590,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),렌티스,36개월,"80,900","238,000",1891,5
5591,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),렌티스,48개월,"66,900","262,000",1891,5
5592,LG 오브제컬렉션 매직스페이스 양문형 2도어 냉장고 832L 민트베이지 (S834MTE20),렌티스,60개월,"58,300","286,000",1891,5
5593,LG 냉장고 모션엣지 344L 베이지 (메탈) (Q343MEEF53) 방문관리,LG구독,36개월,"33,900","101,000",1892,7
5594,LG 냉장고 모션엣지 344L 베이지 (메탈) (Q343MEEF53) 방문관리,LG구독,48개월,"28,900","107,000",1892,7
5595,LG 냉장고 모션엣지 344L 베이지 (메탈) (Q343MEEF53) 방문관리,LG구독,60개월,"24,900","111,000",1892,7
5596,LG 일반 냉장고 189L B182W13,스마트렌탈,36개월,"17,500","67,000",1893,3
5597,LG 일반 냉장고 189L B182W13,스마트렌탈,48개월,"13,900","70,000",1893,3
5598,LG 일반 냉장고 189L B182W13,스마트렌탈,60개월,"11,900","75,000",1893,3
5599,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,스마트렌탈,36개월,"72,500","277,000",1894,3
5600,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,스마트렌탈,48개월,"55,900","285,000",1894,3
5601,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,스마트렌탈,60개월,"47,500","303,000",1894,3
5602,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,현대렌탈서비스,36개월,"83,000","441,000",1894,2
5603,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,현대렌탈서비스,48개월,"65,900","468,000",1894,2
5604,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,현대렌탈서비스,60개월,"55,700","495,000",1894,2
5605,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,BS ON,36개월,"70,500","373,000",1894,6
5606,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,BS ON,48개월,"56,500","400,000",1894,6
5607,삼성 냉장고 4도어 Bespoke (fixed) 프리스탠딩 벤딩 일반 905L (RM70F90R2ZD) 에센셜화이트,BS ON,60개월,"48,000","424,000",1894,6
5608,삼성 양문형 냉장고 852L 코타화이트 (RS84DB5002CW),현대렌탈서비스,36개월,"56,000","297,000",1895,2
5609,삼성 양문형 냉장고 852L 코타화이트 (RS84DB5002CW),현대렌탈서비스,48개월,"44,400","315,000",1895,2
5610,삼성 양문형 냉장고 852L 코타화이트 (RS84DB5002CW),현대렌탈서비스,60개월,"37,500","333,000",1895,2
5611,삼성 양문형 냉장고 852L 코타화이트 (RS84DB5002CW),BS ON,36개월,"54,000","286,000",1895,6
5612,삼성 양문형 냉장고 852L 코타화이트 (RS84DB5002CW),BS ON,48개월,"43,000","304,000",1895,6
5613,삼성 양문형 냉장고 852L 코타화이트 (RS84DB5002CW),BS ON,60개월,"37,000","327,000",1895,6
5614,LG 냉장고 상냉장 베이직(글라스) 베이지(상하) (H875GBB012) 방문관리,LG구독,36개월,"75,900","226,000",1896,7
5615,LG 냉장고 상냉장 베이직(글라스) 베이지(상하) (H875GBB012) 방문관리,LG구독,48개월,"62,900","234,000",1896,7
5616,LG 냉장고 상냉장 베이직(글라스) 베이지(상하) (H875GBB012) 방문관리,LG구독,60개월,"53,900","241,000",1896,7
5617,LG 냉장고 하냉장 317L 베이지 (메탈) (D312MBE31) 방문관리,LG구독,36개월,"25,900","77,000",1897,7
5618,LG 냉장고 하냉장 317L 베이지 (메탈) (D312MBE31) 방문관리,LG구독,48개월,"21,900","81,000",1897,7
5619,LG 냉장고 하냉장 317L 베이지 (메탈) (D312MBE31) 방문관리,LG구독,60개월,"19,900","89,000",1897,7
5620,LG 냉장고 하냉장 507L 베이지(메탈) (D502MEE53) 방문관리,LG구독,36개월,"30,900","92,000",1898,7
5621,LG 냉장고 하냉장 507L 베이지(메탈) (D502MEE53) 방문관리,LG구독,48개월,"25,900","96,000",1898,7
5622,LG 냉장고 하냉장 507L 베이지(메탈) (D502MEE53) 방문관리,LG구독,60개월,"22,900","102,000",1898,7
5623,LG DIOS 오브제컬렉션 프리스탠딩 무드업(노크온) 4도어 냉장고 829L (M874GNN3A1) 방문관리,LG구독,36개월,"154,900","462,000",1899,7
5624,LG DIOS 오브제컬렉션 프리스탠딩 무드업(노크온) 4도어 냉장고 829L (M874GNN3A1) 방문관리,LG구독,48개월,"127,900","477,000",1899,7
5625,LG DIOS 오브제컬렉션 프리스탠딩 무드업(노크온) 4도어 냉장고 829L (M874GNN3A1) 방문관리,LG구독,60개월,"108,900","488,000",1899,7
5626,LG 냉장고 오브제 모션엣지 344L (레몬/스카이/화이트) Q342G(NN/YY/WW)153S 방문관리,LG구독,36개월,"44,900","134,000",1900,7
5627,LG 냉장고 오브제 모션엣지 344L (레몬/스카이/화이트) Q342G(NN/YY/WW)153S 방문관리,LG구독,48개월,"37,900","141,000",1900,7
5628,LG 냉장고 오브제 모션엣지 344L (레몬/스카이/화이트) Q342G(NN/YY/WW)153S 방문관리,LG구독,60개월,"32,900","147,000",1900,7
5629,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 상냉장 빌트인 노크온 (글라스) 베이지 (M626GBB352) 방문관리,LG구독,36개월,"118,900","495,000",1901,7
5630,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 상냉장 빌트인 노크온 (글라스) 베이지 (M626GBB352) 방문관리,LG구독,48개월,"98,900","515,000",1901,7
5631,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 상냉장 빌트인 노크온 (글라스) 베이지 (M626GBB352) 방문관리,LG구독,60개월,"85,900","536,000",1901,7
5632,LG 디오스 오브제컬렉션 냉장고 870L (T875MEE012) 베이지,LG헬로비전,36개월,"104,900","679,000",1902,4
5633,LG 디오스 오브제컬렉션 냉장고 870L (T875MEE012) 베이지,LG헬로비전,48개월,"81,900","707,000",1902,4
5634,LG 디오스 오브제컬렉션 냉장고 870L (T875MEE012) 베이지,LG헬로비전,60개월,"68,900","744,000",1902,4
5635,LG 디오스 오브제컬렉션 매직스페이스 냉장고 652L 베이지 (S634BB35Q),LG헬로비전,36개월,"84,900","550,000",1903,4
5636,LG 디오스 오브제컬렉션 매직스페이스 냉장고 652L 베이지 (S634BB35Q),LG헬로비전,48개월,"66,900","578,000",1903,4
5637,LG 디오스 오브제컬렉션 매직스페이스 냉장고 652L 베이지 (S634BB35Q),LG헬로비전,60개월,"55,900","603,000",1903,4
5638,LG 디오스 오브제컬렉션 매직스페이스 냉장고 652L 베이지 (S634BB35Q),렌티스,36개월,"90,500","373,000",1903,5
5639,LG 디오스 오브제컬렉션 매직스페이스 냉장고 652L 베이지 (S634BB35Q),렌티스,48개월,"72,400","398,000",1903,5
5640,LG 디오스 오브제컬렉션 매직스페이스 냉장고 652L 베이지 (S634BB35Q),렌티스,60개월,"62,200","427,000",1903,5
5641,LG 모던엣지 냉장고 462L 샤이니 퓨어 (M451SS53),스마트렌탈,36개월,"41,900","160,000",1904,3
5642,LG 모던엣지 냉장고 462L 샤이니 퓨어 (M451SS53),스마트렌탈,48개월,"32,900","167,000",1904,3
5643,LG 모던엣지 냉장고 462L 샤이니 퓨어 (M451SS53),스마트렌탈,60개월,"27,900","178,000",1904,3
5644,LG 오브제컬렉션 DIOS 더블매직 냉장고 871L (M875GBB231) 베이지,지니원(개인전용),36개월,"203,500","947,000",1905,1
5645,LG 오브제컬렉션 DIOS 더블매직 냉장고 871L (M875GBB231) 베이지,지니원(개인전용),48개월,"160,900","915,000",1905,1
5646,LG 오브제컬렉션 DIOS 더블매직 냉장고 871L (M875GBB231) 베이지,지니원(개인전용),60개월,"136,000","879,000",1905,1
5647,LG 오브제컬렉션 DIOS 더블매직 냉장고 871L (M875GBB231) 베이지,스마트렌탈,36개월,"162,900","623,000",1905,3
5648,LG 오브제컬렉션 DIOS 더블매직 냉장고 871L (M875GBB231) 베이지,스마트렌탈,48개월,"128,900","658,000",1905,3
5649,LG 오브제컬렉션 DIOS 더블매직 냉장고 871L (M875GBB231) 베이지,스마트렌탈,60개월,"106,900","682,000",1905,3
5650,삼성 냉장고 일반냉장고 (RT25DARAHS9),스마트렌탈,36개월,"25,900","99,000",1906,3
5651,삼성 냉장고 일반냉장고 (RT25DARAHS9),스마트렌탈,48개월,"19,900","101,000",1906,3
5652,삼성 냉장고 일반냉장고 (RT25DARAHS9),스마트렌탈,60개월,"16,900","107,000",1906,3
5653,삼성 냉장고 일반냉장고 (RT25DARAHS9),BS ON,36개월,"25,000","132,000",1906,6
5654,삼성 냉장고 일반냉장고 (RT25DARAHS9),BS ON,48개월,"20,000","141,000",1906,6
5655,삼성 냉장고 일반냉장고 (RT25DARAHS9),BS ON,60개월,"17,000","150,000",1906,6
5656,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE042) (베이지) (상냉장 하냉동),현대렌탈서비스,36개월,"105,900","468,000",1907,2
5657,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE042) (베이지) (상냉장 하냉동),현대렌탈서비스,48개월,"83,700","495,000",1907,2
5658,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE042) (베이지) (상냉장 하냉동),현대렌탈서비스,60개월,"70,300","513,000",1907,2
5659,LG STEM 오브제컬렉션 베이직 원매직 냉장고 (T875MEE141) (베이지) (상냉장 하냉동) 방문관리,LG구독,60개월,"57,900","361,000",1908,7
5660,LG 냉장고 모션엣지 344L 프라임실버 (메탈) (Q343MPSF33) 방문관리,LG구독,36개월,"30,900","92,000",1909,7
5661,LG 냉장고 모션엣지 344L 프라임실버 (메탈) (Q343MPSF33) 방문관리,LG구독,48개월,"25,900","96,000",1909,7
5662,LG 냉장고 모션엣지 344L 프라임실버 (메탈) (Q343MPSF33) 방문관리,LG구독,60개월,"22,900","102,000",1909,7
5663,LG 냉장고 상냉장 462L 샤인 (메탈) (M451S53) 방문관리,LG구독,36개월,"35,900","107,000",1910,7
5664,LG 냉장고 상냉장 462L 샤인 (메탈) (M451S53) 방문관리,LG구독,48개월,"30,900","115,000",1910,7
5665,LG 냉장고 상냉장 462L 샤인 (메탈) (M451S53) 방문관리,LG구독,60개월,"26,900","120,000",1910,7
5666,LG 냉장고 상냉장 베이직(글라스) 브라운 베이지(상하) (H875GCB012) 방문관리,LG구독,36개월,"75,900","226,000",1911,7
5667,LG 냉장고 상냉장 베이직(글라스) 브라운 베이지(상하) (H875GCB012) 방문관리,LG구독,48개월,"62,900","234,000",1911,7
5668,LG 냉장고 상냉장 베이직(글라스) 브라운 베이지(상하) (H875GCB012) 방문관리,LG구독,60개월,"53,900","241,000",1911,7
5669,LG 냉장고 상냉장 빌트인 노크온 (글라스) 베이지 (상-하) (M626GBB332S) 방문관리,LG구독,36개월,"104,900","313,000",1912,7
5670,LG 냉장고 상냉장 빌트인 노크온 (글라스) 베이지 (상-하) (M626GBB332S) 방문관리,LG구독,48개월,"86,900","324,000",1912,7
5671,LG 냉장고 상냉장 빌트인 노크온 (글라스) 베이지 (상-하) (M626GBB332S) 방문관리,LG구독,60개월,"73,900","331,000",1912,7
