id,name,company,contract_period,rental_fee,benefit,product_id,rental_company_id
19055,드롱기 라스페셜리스타 콜드브루 에스프레소 커피머신 실버 (KREC9255.M),BS ON,48개월,"42,500","233,000",5333,6
19056,드롱기 라스페셜리스타 콜드브루 에스프레소 커피머신 실버 (KREC9255.M),BS ON,60개월,"36,500","250,000",5333,6
19057,드롱기 라스페셜리스타 콜드브루 에스프레소 커피머신 실버 (KREC9255.M),스마트렌탈,36개월,"53,900","206,000",5333,3
19058,드롱기 라스페셜리스타 콜드브루 에스프레소 커피머신 실버 (KREC9255.M),스마트렌탈,48개월,"42,900","219,000",5333,3
19059,드롱기 라스페셜리스타 콜드브루 에스프레소 커피머신 실버 (KREC9255.M),스마트렌탈,60개월,"36,900","235,000",5333,3
19060,드롱기 리벨리아 라떼 전자동 에스프레소 커피머신 샌드베이지 (KREXAM440.55.BG),스마트렌탈,36개월,"96,900","371,000",5334,3
19061,드롱기 리벨리아 라떼 전자동 에스프레소 커피머신 샌드베이지 (KREXAM440.55.BG),스마트렌탈,48개월,"76,900","392,000",5334,3
19062,드롱기 리벨리아 라떼 전자동 에스프레소 커피머신 샌드베이지 (KREXAM440.55.BG),스마트렌탈,60개월,"64,900","414,000",5334,3
19063,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),스마트렌탈,36개월,"66,900","256,000",5335,3
19064,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),스마트렌탈,48개월,"53,900","275,000",5335,3
19065,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),스마트렌탈,60개월,"45,900","292,000",5335,3
19066,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),BS ON,48개월,"43,000","235,000",5335,6
19067,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),BS ON,60개월,"36,500","250,000",5335,6
19068,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),렌티스,36개월,"54,900","194,000",5335,5
19069,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),렌티스,48개월,"42,300","199,000",5335,5
19070,드롱기 마그니피카 에보 라떼 전자동 커피머신 (KRECAM290.81.TB),렌티스,60개월,"35,800","210,000",5335,5
19071,드롱기 커피머신 KRECAM370.95.T,BS ON,48개월,"69,000","378,000",5336,6
19072,드롱기 커피머신 KRECAM370.95.T,BS ON,60개월,"59,000","405,000",5336,6
19073,드롱기 커피머신 KRECAM370.95.T,렌티스,36개월,"94,900","335,000",5336,5
19074,드롱기 커피머신 KRECAM370.95.T,렌티스,48개월,"73,500","346,000",5336,5
19075,드롱기 커피머신 KRECAM370.95.T,렌티스,60개월,"61,500","362,000",5336,5
19076,드롱기 커피머신 엘레타 콜드브루 (KRECAM450.65.S),LG헬로비전,36개월,"132,900","861,000",5337,4
19077,드롱기 커피머신 엘레타 콜드브루 (KRECAM450.65.S),LG헬로비전,48개월,"105,900","914,000",5337,4
19078,드롱기 커피머신 엘레타 콜드브루 (KRECAM450.65.S),LG헬로비전,60개월,"89,900","970,000",5337,4
19079,큐밍 더카페 큐밍 블랙 (필터결합형) (HQCB300B0B) 4개월 방문관리,현대렌탈케어,60개월,"44,900","243,000",5338,17
19080,티타임 원두 커피머신 (XO7),YU코퍼레이션,60개월,"45,100","162,000",5339,23
19081,티타임 원두 커피머신 (XO7) (매월원두 1.5kg),YU코퍼레이션,60개월,"77,000","162,000",5340,23
19082,티타임 원두 커피머신 (XO9),YU코퍼레이션,60개월,"53,900","162,000",5341,23
19083,티타임 원두 커피머신 (XO9) (매월원두 3kg),YU코퍼레이션,60개월,"96,800","162,000",5342,23
19084,티타임 커피머신 (DM200),YU코퍼레이션,60개월,"42,900","122,000",5343,23
19085,티타임 커피머신 (DM200) (매월원두 1.5kg),YU코퍼레이션,60개월,"72,600","163,000",5344,23
19086,현대렌탈케어 테팔 에스프레소 에비던스 커피머신 (FBC0100S0D) 6개월 방문관리,현대렌탈케어,60개월,"36,900","216,000",5345,17
19087,코웨이 W 3구 인덕션 (CIP30W) 자가관리 (화이트 / 핑크 / 블루 / 그레이),코웨이,36개월,"29,900","331,000",5391,11
19088,코웨이 W 3구 인덕션 (CIP30W) 자가관리 (화이트 / 핑크 / 블루 / 그레이),코웨이,48개월,"25,900","352,000",5391,11
19089,코웨이 W 3구 인덕션 (CIP30W) 자가관리 (화이트 / 핑크 / 블루 / 그레이),코웨이,60개월,"22,900","352,000",5391,11
19090,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),현대렌탈서비스,36개월,"69,700","306,000",5392,2
19091,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),현대렌탈서비스,48개월,"55,100","324,000",5392,2
19092,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),현대렌탈서비스,60개월,"46,500","342,000",5392,2
19093,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),BS ON,36개월,"67,000","355,000",5392,6
19094,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),BS ON,48개월,"54,000","381,000",5392,6
19095,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),BS ON,60개월,"46,000","405,000",5392,6
19096,코웨이 전기레인지 노블 프리덤 플러그형 CIR-F41 자가관리,코웨이,36개월,"37,900","371,000",5393,11
19097,코웨이 전기레인지 노블 프리덤 플러그형 CIR-F41 자가관리,코웨이,48개월,"32,900","397,000",5393,11
19098,코웨이 전기레인지 노블 프리덤 플러그형 CIR-F41 자가관리,코웨이,60개월,"27,900","397,000",5393,11
19099,코웨이 프라임S 인덕션 2구(플러스존) 하이라이트 1구(듀얼) (CHR-04) 서비스프리,코웨이,36개월,"23,900","313,000",5394,11
19100,코웨이 프라임S 인덕션 2구(플러스존) 하이라이트 1구(듀얼) (CHR-04) 서비스프리,코웨이,48개월,"20,900","333,000",5394,11
19101,코웨이 프라임S 인덕션 2구(플러스존) 하이라이트 1구(듀얼) (CHR-04) 서비스프리,코웨이,60개월,"18,900","333,000",5394,11
19102,코웨이 프라임S 하이라이트 1구(듀얼) 하이라이트 2구 (CER-04) 서비스프리,코웨이,36개월,"17,900","293,000",5395,11
19103,코웨이 프라임S 하이라이트 1구(듀얼) 하이라이트 2구 (CER-04) 서비스프리,코웨이,48개월,"15,900","310,000",5395,11
19104,코웨이 프라임S 하이라이트 1구(듀얼) 하이라이트 2구 (CER-04) 서비스프리,코웨이,60개월,"14,400","310,000",5395,11
19105,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 (6개월 방문관리),LG구독,36개월,"47,100","116,000",5396,7
19106,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 (6개월 방문관리),LG구독,48개월,"40,400","125,000",5396,7
19107,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 (6개월 방문관리),LG구독,60개월,"35,900","133,000",5396,7
19108,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 자가관리,LG구독,36개월,"38,700","95,000",5397,7
19109,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 자가관리,LG구독,48개월,"32,000","99,000",5397,7
19110,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 자가관리,LG구독,60개월,"27,500","102,000",5397,7
19111,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 6개월 방문관리,LG구독,36개월,"55,800","138,000",5398,7
19112,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 6개월 방문관리,LG구독,48개월,"47,600","147,000",5398,7
19113,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 6개월 방문관리,LG구독,60개월,"42,000","156,000",5398,7
19114,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 자가관리,LG구독,36개월,"47,600","117,000",5399,7
19115,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 자가관리,LG구독,48개월,"39,400","122,000",5399,7
19116,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 자가관리,LG구독,60개월,"33,800","125,000",5399,7
19117,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 6개월 방문관리,LG구독,36개월,"51,600","127,000",5400,7
19118,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 6개월 방문관리,LG구독,48개월,"44,300","137,000",5400,7
19119,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 6개월 방문관리,LG구독,60개월,"39,400","146,000",5400,7
19120,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 자가관리,LG구독,36개월,"42,800","106,000",5401,7
19121,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 자가관리,LG구독,48개월,"35,500","109,000",5401,7
19122,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 자가관리,LG구독,60개월,"30,600","113,000",5401,7
19123,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3AMB4A(C)) 6개월 방문관리,LG구독,36개월,"58,400","144,000",5402,7
19124,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3AMB4A(C)) 6개월 방문관리,LG구독,48개월,"49,600","153,000",5402,7
19125,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3AMB4A(C)) 6개월 방문관리,LG구독,60개월,"43,800","162,000",5402,7
19126,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3AMB4A(C)) 자가관리,LG구독,36개월,"50,200","124,000",5403,7
19127,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3AMB4A(C)) 자가관리,LG구독,48개월,"41,400","128,000",5403,7
19128,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3AMB4A(C)) 자가관리,LG구독,60개월,"35,600","132,000",5403,7
19129,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3ASS4A(C)) 6개월 방문관리,LG구독,36개월,"54,100","134,000",5404,7
19130,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3ASS4A(C)) 6개월 방문관리,LG구독,48개월,"46,300","143,000",5404,7
19131,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3ASS4A(C)) 6개월 방문관리,LG구독,60개월,"41,100","152,000",5404,7
19132,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3ASS4A(C)) 자가관리,LG구독,36개월,"45,300","112,000",5405,7
19133,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3ASS4A(C)) 자가관리,LG구독,48개월,"37,500","116,000",5405,7
19134,LG 전기레인지 오브제 3구 인덕션 케이스결합 (BEI3ASS4A(C)) 자가관리,LG구독,60개월,"32,300","120,000",5405,7
19135,LG 전기레인지 오브제 인덕션 (BEF3ASML) 6개월 방문관리,LG구독,36개월,"57,400","142,000",5406,7
19136,LG 전기레인지 오브제 인덕션 (BEF3ASML) 6개월 방문관리,LG구독,48개월,"48,600","150,000",5406,7
19137,LG 전기레인지 오브제 인덕션 (BEF3ASML) 6개월 방문관리,LG구독,60개월,"42,800","159,000",5406,7
19138,LG 전기레인지 오브제 인덕션 (BEF3ASML) 자가관리,LG구독,36개월,"49,700","123,000",5407,7
19139,LG 전기레인지 오브제 인덕션 (BEF3ASML) 자가관리,LG구독,48개월,"40,900","126,000",5407,7
19140,LG 전기레인지 오브제 인덕션 (BEF3ASML) 자가관리,LG구독,60개월,"35,100","130,000",5407,7
19141,LG 전기레인지 오브제 인덕션 (BEF3ASMLA(C)) 케이스결합 6개월 방문관리,LG구독,36개월,"59,900","148,000",5408,7
19142,LG 전기레인지 오브제 인덕션 (BEF3ASMLA(C)) 케이스결합 6개월 방문관리,LG구독,48개월,"50,700","157,000",5408,7
19143,LG 전기레인지 오브제 인덕션 (BEF3ASMLA(C)) 케이스결합 6개월 방문관리,LG구독,60개월,"44,500","165,000",5408,7
19144,LG 전기레인지 오브제 인덕션 (BEF3ASMLA(C)) 케이스결합 자가관리,LG구독,36개월,"52,200","129,000",5409,7
19145,LG 전기레인지 오브제 인덕션 (BEF3ASMLA(C)) 케이스결합 자가관리,LG구독,48개월,"43,000","133,000",5409,7
19146,LG 전기레인지 오브제 인덕션 (BEF3ASMLA(C)) 케이스결합 자가관리,LG구독,60개월,"36,800","136,000",5409,7
19147,LG 전기레인지 오브제 인덕션 (BEI3ASML) 6개월 방문관리,LG구독,36개월,"53,600","132,000",5410,7
19148,LG 전기레인지 오브제 인덕션 (BEI3ASML) 6개월 방문관리,LG구독,48개월,"45,500","140,000",5410,7
19149,LG 전기레인지 오브제 인덕션 (BEI3ASML) 6개월 방문관리,LG구독,60개월,"40,200","149,000",5410,7
19150,LG 전기레인지 오브제 인덕션 (BEI3ASML) 자가관리,LG구독,36개월,"45,900","113,000",5411,7
19151,LG 전기레인지 오브제 인덕션 (BEI3ASML) 자가관리,LG구독,48개월,"37,800","117,000",5411,7
19152,LG 전기레인지 오브제 인덕션 (BEI3ASML) 자가관리,LG구독,60개월,"32,500","120,000",5411,7
19153,LG 전기레인지 오브제 인덕션 (BEI3ASMLA(C)) 케이스결합 6개월 방문관리,LG구독,36개월,"56,100","139,000",5412,7
19154,LG 전기레인지 오브제 인덕션 (BEI3ASMLA(C)) 케이스결합 6개월 방문관리,LG구독,48개월,"47,600","147,000",5412,7
19155,LG 전기레인지 오브제 인덕션 (BEI3ASMLA(C)) 케이스결합 6개월 방문관리,LG구독,60개월,"41,900","155,000",5412,7
19156,LG 전기레인지 오브제 인덕션 (BEI3ASMLA(C)) 케이스결합 자가관리,LG구독,36개월,"48,400","119,000",5413,7
19157,LG 전기레인지 오브제 인덕션 (BEI3ASMLA(C)) 케이스결합 자가관리,LG구독,48개월,"39,900","123,000",5413,7
19158,LG 전기레인지 오브제 인덕션 (BEI3ASMLA(C)) 케이스결합 자가관리,LG구독,60개월,"34,200","127,000",5413,7
19159,LG 전기레인지 오브제 인덕션 프레인리스 BEI3AN(H/B/P)L 6개월 방문관리,LG구독,36개월,"56,200","139,000",5414,7
19160,LG 전기레인지 오브제 인덕션 프레인리스 BEI3AN(H/B/P)L 6개월 방문관리,LG구독,48개월,"48,100","148,000",5414,7
19161,LG 전기레인지 오브제 인덕션 프레인리스 BEI3AN(H/B/P)L 6개월 방문관리,LG구독,60개월,"42,800","159,000",5414,7
19162,LG 전기레인지 오브제 인덕션 프레인리스 BEI3AN(H/B/P)L 자가관리,LG구독,36개월,"47,400","117,000",5415,7
19163,LG 전기레인지 오브제 인덕션 프레인리스 BEI3AN(H/B/P)L 자가관리,LG구독,48개월,"39,300","121,000",5415,7
19164,LG 전기레인지 오브제 인덕션 프레인리스 BEI3AN(H/B/P)L 자가관리,LG구독,60개월,"34,000","126,000",5415,7
19165,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4(A/C)) 6개월 방문관리,LG구독,36개월,"52,400","129,000",5416,7
19166,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4(A/C)) 6개월 방문관리,LG구독,48개월,"44,600","138,000",5416,7
19167,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4(A/C)) 6개월 방문관리,LG구독,60개월,"39,400","146,000",5416,7
19168,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4(A/C)) 자가관리,LG구독,36개월,"45,100","111,000",5417,7
19169,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4(A/C)) 자가관리,LG구독,48개월,"37,300","115,000",5417,7
19170,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4(A/C)) 자가관리,LG구독,60개월,"32,100","119,000",5417,7
19171,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4) 6개월 방문관리,LG구독,36개월,"49,900","123,000",5418,7
19172,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4) 6개월 방문관리,LG구독,48개월,"42,600","131,000",5418,7
19173,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4) 6개월 방문관리,LG구독,60개월,"37,700","140,000",5418,7
19174,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4) 자가관리,LG구독,36개월,"42,600","105,000",5419,7
19175,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4) 자가관리,LG구독,48개월,"35,300","109,000",5419,7
19176,LG 전기레인지 인덕션 (IH3구) 케이스결합 (BEI3ASB4) 자가관리,LG구독,60개월,"30,400","112,000",5419,7
19177,LG 전기레인지 인덕션 3구 와이드존 (BEF3AMB4) 6개월 방문관리,LG구독,36개월,"59,600","147,000",5420,7
19178,LG 전기레인지 인덕션 3구 와이드존 (BEF3AMB4) 6개월 방문관리,LG구독,48개월,"50,600","156,000",5420,7
19179,LG 전기레인지 인덕션 3구 와이드존 (BEF3AMB4) 6개월 방문관리,LG구독,60개월,"44,600","165,000",5420,7
19180,LG 전기레인지 인덕션 3구 와이드존 (BEF3AMB4) 자가관리,LG구독,36개월,"51,600","127,000",5421,7
19181,LG 전기레인지 인덕션 3구 와이드존 (BEF3AMB4) 자가관리,LG구독,48개월,"42,600","131,000",5421,7
19182,LG 전기레인지 인덕션 3구 와이드존 (BEF3AMB4) 자가관리,LG구독,60개월,"36,600","136,000",5421,7
19183,LG 전기레인지 인덕션 3구 와이드존 (케이스결합) (BEF3AMB4(A/C)) 6개월 방문관리,LG구독,36개월,"62,100","153,000",5422,7
19184,LG 전기레인지 인덕션 3구 와이드존 (케이스결합) (BEF3AMB4(A/C)) 6개월 방문관리,LG구독,48개월,"52,700","163,000",5422,7
19185,LG 전기레인지 인덕션 3구 와이드존 (케이스결합) (BEF3AMB4(A/C)) 6개월 방문관리,LG구독,60개월,"46,400","172,000",5422,7
19186,LG 전기레인지 인덕션 3구 와이드존 (케이스결합) (BEF3AMB4(A/C)) 자가관리,LG구독,36개월,"54,100","134,000",5423,7
19187,LG 전기레인지 인덕션 3구 와이드존 (케이스결합) (BEF3AMB4(A/C)) 자가관리,LG구독,48개월,"44,700","138,000",5423,7
19188,LG 전기레인지 인덕션 3구 와이드존 (케이스결합) (BEF3AMB4(A/C)) 자가관리,LG구독,60개월,"38,400","142,000",5423,7
19189,LG 전기레인지 인덕션 오브제 와이드존 (BEF3AN(H/B/P)L) 6개월 방문관리,LG구독,36개월,"60,800","150,000",5424,7
19190,LG 전기레인지 인덕션 오브제 와이드존 (BEF3AN(H/B/P)L) 6개월 방문관리,LG구독,48개월,"52,000","161,000",5424,7
19191,LG 전기레인지 인덕션 오브제 와이드존 (BEF3AN(H/B/P)L) 6개월 방문관리,LG구독,60개월,"46,200","171,000",5424,7
19192,LG 전기레인지 인덕션 오브제 와이드존 (BEF3AN(H/B/P)L) 자가관리,LG구독,36개월,"51,500","127,000",5425,7
19193,LG 전기레인지 인덕션 오브제 와이드존 (BEF3AN(H/B/P)L) 자가관리,LG구독,48개월,"42,700","132,000",5425,7
19194,LG 전기레인지 인덕션 오브제 와이드존 (BEF3AN(H/B/P)L) 자가관리,LG구독,60개월,"36,900","137,000",5425,7
19195,LG 전기레인지 하이브리드 (IH2구 HL1구) 일반 6개월 방문관리 (BEY3GS2),LG구독,36개월,"38,600","95,000",5426,7
19196,LG 전기레인지 하이브리드 (IH2구 HL1구) 일반 6개월 방문관리 (BEY3GS2),LG구독,48개월,"33,400","103,000",5426,7
19197,LG 전기레인지 하이브리드 (IH2구 HL1구) 일반 6개월 방문관리 (BEY3GS2),LG구독,60개월,"29,800","110,000",5426,7
19198,LG 전기레인지 하이브리드 (IH2구 HL1구) 일반 자가관리 (BEY3GS2),LG구독,36개월,"30,300","75,000",5427,7
19199,LG 전기레인지 하이브리드 (IH2구 HL1구) 일반 자가관리 (BEY3GS2),LG구독,48개월,"25,100","77,000",5427,7
19200,LG 전기레인지 하이브리드 (IH2구 HL1구) 일반 자가관리 (BEY3GS2),LG구독,60개월,"21,500","79,000",5427,7
19201,LG 전기레인지 하이브리드 IH2구+HL1구 (케이스결합) BEY3GS2(A/C) 6개월 방문관리,LG구독,36개월,"41,200","102,000",5428,7
19202,LG 전기레인지 하이브리드 IH2구+HL1구 (케이스결합) BEY3GS2(A/C) 6개월 방문관리,LG구독,48개월,"35,400","109,000",5428,7
19203,LG 전기레인지 하이브리드 IH2구+HL1구 (케이스결합) BEY3GS2(A/C) 6개월 방문관리,LG구독,60개월,"31,600","117,000",5428,7
19204,LG 전기레인지 하이브리드 IH2구+HL1구 (케이스결합) BEY3GS2(A/C) 자가관리,LG구독,36개월,"32,900","81,000",5429,7
19205,LG 전기레인지 하이브리드 IH2구+HL1구 (케이스결합) BEY3GS2(A/C) 자가관리,LG구독,48개월,"27,100","83,000",5429,7
19206,LG 전기레인지 하이브리드 IH2구+HL1구 (케이스결합) BEY3GS2(A/C) 자가관리,LG구독,60개월,"23,300","86,000",5429,7
19207,LG 전기레인지 하이브리드(IH2구+HL1구) 케이스결합 BEY3MS(A/C) 6개월 방문관리,LG구독,36개월,"49,600","122,000",5430,7
19208,LG 전기레인지 하이브리드(IH2구+HL1구) 케이스결합 BEY3MS(A/C) 6개월 방문관리,LG구독,48개월,"42,500","131,000",5430,7
19209,LG 전기레인지 하이브리드(IH2구+HL1구) 케이스결합 BEY3MS(A/C) 6개월 방문관리,LG구독,60개월,"37,700","140,000",5430,7
19210,LG 전기레인지 하이브리드(IH2구+HL1구) 케이스결합 BEY3MS(A/C) 자가관리,LG구독,36개월,"41,200","102,000",5431,7
19211,LG 전기레인지 하이브리드(IH2구+HL1구) 케이스결합 BEY3MS(A/C) 자가관리,LG구독,48개월,"34,100","105,000",5431,7
19212,LG 전기레인지 하이브리드(IH2구+HL1구) 케이스결합 BEY3MS(A/C) 자가관리,LG구독,60개월,"29,300","108,000",5431,7
19213,린나이 인덕션 2구 (RIH-200N),지니원(사업자전용),36개월,"19,900","105,000",5432,16
19214,린나이 인덕션 2구 (RIH-200N),지니원(사업자전용),48개월,"15,700","110,000",5432,16
19215,린나이 인덕션 2구 (RIH-200N),지니원(사업자전용),60개월,"14,100","124,000",5432,16
19216,린나이 인덕션 3구 (RIH-BF300AD),지니원(사업자전용),36개월,"35,900","190,000",5433,16
19217,린나이 인덕션 3구 (RIH-BF300AD),지니원(사업자전용),48개월,"28,400","200,000",5433,16
19218,린나이 인덕션 3구 (RIH-BF300AD),지니원(사업자전용),60개월,"25,600","226,000",5433,16
19219,린나이 인덕션 3구 (RIH-CM300AB),지니원(사업자전용),36개월,"47,600","252,000",5434,16
19220,린나이 인덕션 3구 (RIH-CM300AB),지니원(사업자전용),48개월,"37,700","266,000",5434,16
19221,린나이 인덕션 3구 (RIH-CM300AB),지니원(사업자전용),60개월,"33,900","299,000",5434,16
19222,린나이 전기레인지 쥬벨 하이브리드 3구 (인덕션 2구+가스1구) (RBE-IG300(설치)),지니원(사업자전용),36개월,"62,700","332,000",5435,16
19223,린나이 전기레인지 쥬벨 하이브리드 3구 (인덕션 2구+가스1구) (RBE-IG300(설치)),지니원(사업자전용),48개월,"49,600","350,000",5435,16
19224,린나이 전기레인지 쥬벨 하이브리드 3구 (인덕션 2구+가스1구) (RBE-IG300(설치)),지니원(사업자전용),60개월,"44,600","394,000",5435,16
19225,코웨이 W 3구 인덕션 (CIP30W) 자가관리 (화이트 / 핑크 / 블루 / 그레이),코웨이,36개월,"29,900","331,000",5391,11
19226,코웨이 W 3구 인덕션 (CIP30W) 자가관리 (화이트 / 핑크 / 블루 / 그레이),코웨이,48개월,"25,900","352,000",5391,11
19227,코웨이 W 3구 인덕션 (CIP30W) 자가관리 (화이트 / 핑크 / 블루 / 그레이),코웨이,60개월,"22,900","352,000",5391,11
19228,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),현대렌탈서비스,36개월,"69,700","306,000",5392,2
19229,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),현대렌탈서비스,48개월,"55,100","324,000",5392,2
19230,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),현대렌탈서비스,60개월,"46,500","342,000",5392,2
19231,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),BS ON,36개월,"67,000","355,000",5392,6
19232,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),BS ON,48개월,"54,000","381,000",5392,6
19233,삼성 컬러 인덕션 (3구 플렉스) (NZ63DB657CAWS),BS ON,60개월,"46,000","405,000",5392,6
19234,코웨이 전기레인지 노블 프리덤 플러그형 CIR-F41 자가관리,코웨이,36개월,"37,900","371,000",5393,11
19235,코웨이 전기레인지 노블 프리덤 플러그형 CIR-F41 자가관리,코웨이,48개월,"32,900","397,000",5393,11
19236,코웨이 전기레인지 노블 프리덤 플러그형 CIR-F41 자가관리,코웨이,60개월,"27,900","397,000",5393,11
19237,코웨이 프라임S 인덕션 2구(플러스존) 하이라이트 1구(듀얼) (CHR-04) 서비스프리,코웨이,36개월,"23,900","313,000",5394,11
19238,코웨이 프라임S 인덕션 2구(플러스존) 하이라이트 1구(듀얼) (CHR-04) 서비스프리,코웨이,48개월,"20,900","333,000",5394,11
19239,코웨이 프라임S 인덕션 2구(플러스존) 하이라이트 1구(듀얼) (CHR-04) 서비스프리,코웨이,60개월,"18,900","333,000",5394,11
19240,코웨이 프라임S 하이라이트 1구(듀얼) 하이라이트 2구 (CER-04) 서비스프리,코웨이,36개월,"17,900","293,000",5395,11
19241,코웨이 프라임S 하이라이트 1구(듀얼) 하이라이트 2구 (CER-04) 서비스프리,코웨이,48개월,"15,900","310,000",5395,11
19242,코웨이 프라임S 하이라이트 1구(듀얼) 하이라이트 2구 (CER-04) 서비스프리,코웨이,60개월,"14,400","310,000",5395,11
19243,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 (6개월 방문관리),LG구독,36개월,"47,100","116,000",5396,7
19244,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 (6개월 방문관리),LG구독,48개월,"40,400","125,000",5396,7
19245,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 (6개월 방문관리),LG구독,60개월,"35,900","133,000",5396,7
19246,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 자가관리,LG구독,36개월,"38,700","95,000",5397,7
19247,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 자가관리,LG구독,48개월,"32,000","99,000",5397,7
19248,LG DIOS 하이브리드 전기레인지 하이라이트 1구+인덕션2구 자가관리,LG구독,60개월,"27,500","102,000",5397,7
19249,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 6개월 방문관리,LG구독,36개월,"55,800","138,000",5398,7
19250,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 6개월 방문관리,LG구독,48개월,"47,600","147,000",5398,7
19251,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 6개월 방문관리,LG구독,60개월,"42,000","156,000",5398,7
19252,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 자가관리,LG구독,36개월,"47,600","117,000",5399,7
19253,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 자가관리,LG구독,48개월,"39,400","122,000",5399,7
19254,LG 전기레인지 오브제 3구 인덕션 (BEI3AMB4) 자가관리,LG구독,60개월,"33,800","125,000",5399,7
19255,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 6개월 방문관리,LG구독,36개월,"51,600","127,000",5400,7
19256,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 6개월 방문관리,LG구독,48개월,"44,300","137,000",5400,7
19257,LG 전기레인지 오브제 3구 인덕션 (BEI3ASS4) 6개월 방문관리,LG구독,60개월,"39,400","146,000",5400,7
